,part_num,name,part_cat_id,in_ldraw
3436,2446p01,Minifig Helmet Standard with 1 Red and 2 Green Stripes Print,27,TRUE
3438,2446p50,Minifig Helmet Standard with Blue and Silver Spyrius Print,27,TRUE
3439,2446p51,Minifig Helmet Standard with Silver and Blue Machinery Print,27,TRUE
3484,2447,Minifig Visor For Standard Helmet,27,TRUE
3485,2448,Panel 3 x 2 x 5 2/3,23,TRUE
3488,2449,Slope Inverted 75Â° 2 x 1 x 3,3,TRUE
3491,2450,Wedge Plate 3 x 3 Cut Corner,49,TRUE
3495,2452,Hinge Plate 1 x 2 with 3 Fingers On Side,18,TRUE
3500,2454pa0,"Brick  1 x  2 x  5 with Hieroglyphs, Arm on Top Print",2,TRUE
3502,2454ps5,Brick 1 x 2 x 5 with Han Solo in Carbonite Print,2,TRUE
3508,2456,Brick 2 x 6,11,TRUE
3511,2458,Brick Special 1 x 2 with Pin,5,TRUE
3517,2460,Tile Special 2 x 2 with Pin,15,TRUE
3519,2462,Facet 3 x 3,6,TRUE
3520,2463,Brick Special Facet 3 x 3 x 2 Top,6,TRUE
3528,2464,Brick Special Facet 3 x 3 x 2 Bottom,6,TRUE
3529,2465,Brick 1 x 16,11,TRUE
3531,2465p70,Brick 1 x 16 with Fire Logo Badge and Red Diagonal Stripes Print,2,TRUE
3533,2466,Panel 3 x 2 x 6,23,TRUE
3536,2466p07,Panel 3 x 2 x 6 with Black Grill Print,23,TRUE
3537,2466p68,Panel 3 x 2 x 6 with MTron Logo Print,23,TRUE
3538,2467,Panel 4 x 4 x 6 Corner Concave,23,TRUE
3540,2468,Panel 3 x 3 x 6 Corner Convex,23,TRUE
3543,2470,Wheel Wagon Small (27mm D.),29,TRUE
3546,2474,Vehicle Brush Axle 1 x 8,46,TRUE
3547,2475,"Vehicle, Brush Holder",36,TRUE
3549,2476a,Plate 2 x 2 with Pin on Bottom,9,TRUE
3550,2476b,"Plate Special 2 x 2 with Pin on Bottom, Small Holes in Plate and Locking Fingers on Underside",9,TRUE
3562,2479,Propeller 4 Blade 5 Diameter with Rounded Ends,35,TRUE
3568,2483,Windscreen 4 x 4 x 4 1/3 Helicopter,47,TRUE
3569,2483p50,Windscreen 4 x 4 x 4 1/3 Helicopter with Space Police II Print,47,TRUE
3570,2484c01,"Vehicle, Sprung Wheels Holder 2 x 2",36,TRUE
3571,2486,Bar 1 x 8 x 2,32,TRUE
3574,2488,Minifig Whip [aka Plant Vine],27,TRUE
3576,2489,Container - Barrel 2 x 2 x 2,7,TRUE
3578,2490,Horse Barding,28,TRUE
3597,2493,Window 1 x 4 x 5 [Undetermined Studs],16,TRUE
3599,2493a,Window 1 x 4 x 5 with Solid Studs,16,TRUE
3600,2493b,Window 1 x 4 x 5 with Hollow Studs,16,TRUE
3605,2494,Glass for Window 1 x 4 x 5,16,TRUE
3613,2495,Minifig Hand Truck Frame,27,TRUE
3615,2496,Wheel Skateboard / Trolley,29,TRUE
3621,2498,Vehicle Brush,36,TRUE
3628,2500c01,Light Brick 1 x 8 [3 Prisms],45,TRUE
3637,2507,Windscreen 10 x 4 x 2 1/3 Canopy,47,TRUE
3638,2507p01,Windscreen 10 x 4 x 2 1/3 Canopy with Silver Frame Print,47,TRUE
3643,2508,Plate Special 1 x 2 with Long Towball,9,TRUE
3647,251,"Turntable 2 x 2 Plate with Hinge, Base",18,TRUE
3651,2512,"Vehicle, Tipper Bed Small",36,TRUE
3656,2513,Mudguard 3 x 4 Slope,36,TRUE
3659,2513p02,Car Mudguard  3 x  4 w. Police Yellow Star Badge/Lights Print,36,TRUE
3660,2513p03,Vehicle Mudguard 3 x 4 Slope with Headlights and Fire Logo Badge Print,36,TRUE
3661,2513p04,Car Mudguard  3 x  4 with Dual Headlights Print,36,TRUE
3662,2513p05,Car Mudguard  3 x  4 with Headlights Print,24,TRUE
3669,2515b,Wheel Hard Plastic Large (54mm D. x 30mm) with Inner Support,29,TRUE
3670,2516,Minifig Chainsaw / Drill Body,27,TRUE
3673,2518,Palm Leaf Large 10 x 5,28,TRUE
3684,2524,Minifig Backpack Non-Opening,27,TRUE
3685,2525,Flag 6 x 4,38,TRUE
3687,2525p31,Flag  6 x  4 with Jolly Roger Print,38,TRUE
3688,2525p32,Flag  6 x  4 with Crossed Cannons over Blue Crossed Flag Print,38,TRUE
3689,2525p40,Flag 6 x 4 with Blue and Red Dragon Print,38,TRUE
3692,2525ps1,Flag 6 x 4 with Jedi Starfighter Print,38,TRUE
3696,2526,Minifig Epaulette,27,TRUE
3705,2527,Minifig Cannon Base 2 x 4,27,TRUE
3710,2528,Minifig Hat Pirate Bicorne,27,TRUE
3721,2529,Window 1 x 2 x 3 Pane Latticed,16,TRUE
3722,2530,Minifig Sword [Cutlass],27,TRUE
3723,2531,Hand Pirate Hook,13,TRUE
3724,2532,MINI WOODEN LEG,13,TRUE
3727,2536,"Plant Tree Palm Trunk - Short Connector, no Axle Hole",28,TRUE
3729,2537,"Boat Mast Section Middle 13 2/3 H, Undetermined Type",35,TRUE
3733,2538,"Boat Mast Section Top 16 H with 4 stud holes at bottom, Undetermined Type",35,TRUE
3737,2539,Boat Mast Platform,9,TRUE
3739,2540,Plate Special 1 x 2 Side Handle [Free Ends],9,TRUE
3741,2541,Boat Mast Rigging Long 27 x 5,35,TRUE
3742,2542,Minifig Oar / Paddle,27,TRUE
3743,2543,"Minifigure Hat, Rag Wrap / Bandana",27,TRUE
3744,2544,Minifig Pirate Tricorne,27,TRUE
3747,2545,Minifig Imperial Guard Shako,27,TRUE
3749,2546,Bird,28,TRUE
3750,2546p01,Bird - Parrot with Coloured Feathers Print,28,TRUE
3754,2547a,Animal Shark Body Type 1,28,TRUE
3755,2548,Shark Head,28,TRUE
3756,2549,Rope Bridge,32,TRUE
3757,2550,Monkey Body,24,TRUE
3760,2550c01,Monkey [Complete Assembly],28,TRUE
3761,2550c02,Monkey Style 2 [Complete Assembly],28,TRUE
3765,2552,Baseplate 32 x 32 Raised with Ramp and Pit,1,TRUE
3767,2552p01,"Baseplate Raised 32 x 32 with Ramp and Pit, Ice Print [6983]",1,TRUE
3768,2552p02,"Baseplate Raised 32 x 32 with Ramp and Pit, Crater Print [6988 / 6959 / 6591]",1,TRUE
3769,2552p05,"Baseplate Raised 32 x 32 with Ramp and Pit, Rocks Black/Gray Print [6082]",1,TRUE
3770,2552p06,"Baseplate Raised 32 x 32 with Ramp and Pit, Gray Rocks, Gray Print [6086 / 6081]",1,TRUE
3777,2554,Door 1 x 3 x 6 Curved Top,16,TRUE
3781,2555,Tile Special 1 x 1 with Clip and Straight Tips,15,TRUE
3790,2560,Boat Hull Large Middle 8 x 16 x 2 1/3 with 9 Holes,35,TRUE
3791,2561,Minifig Pirate Flintlock / Musket,27,TRUE
3793,2562,Minifig Flintlock Pistol,27,TRUE
3794,2563,Palm Tree Base,28,TRUE
3795,2564,Boat Anchor - Single Top Hole,35,TRUE
3799,2566,Palm Tree Top,28,TRUE
3801,2569,Antenna Whip 8H,32,TRUE
3804,2570,Minifig Crossbow,27,TRUE
3805,2571,Panel 3 x 4 x 6 Curved Top,23,TRUE
3806,2572,Panel 6 x 6 x 9 Curved Top,23,TRUE
3807,2573,Wheel Hard Plastic Giant (71mm D. x 47mm),29,TRUE
3808,2574,Pullback Motor Old,44,TRUE
3816,2577,Brick Round Corner 4 x 4 Full Brick,20,TRUE
3818,2578,Brush Holder for Street Sweeper [Undetermined Fitting],36,TRUE
3819,2578a,Brush Holder for Street Sweeper with Towball Fitting,36,TRUE
3820,2578b,Brush Holder for Street Sweeper with Hinge Fitting,36,TRUE
3823,2580c01,"Support 2 x 2 x 5 Lattice Pillar, Complete Assembly",34,TRUE
3825,2582,Hinge Panel 2 x 4 x 3 1/3,18,TRUE
3826,2582p68,Hinge Panel 2 x 4 x 3 1/3 with MTron Print,18,TRUE
3827,2582p6u,Hinge Panel  2 x  4 x  3 & 1/3 with UFO Print,18,TRUE
3832,2583,Bar 1 x 8 x 3,32,TRUE
3834,2584,String Reel 2 x 2 Holder,31,TRUE
3845,2585,String Reel 2 x 2 Drum,31,TRUE
3847,2586,Minifig Shield - Ovoid,27,TRUE
3849,2586p30,Minifig Shield Ovoid with Indigo Islanders Print,27,TRUE
3850,2586p4b,Minifig Shield - Ovoid with Green Dragon Print,27,TRUE
3851,2586p4c,Minifig Shield - Ovoid with Blue Dragon Print,27,TRUE
3852,2586p4d,Minifig Shield - Ovoid with Royal Knights Lion Head Print,27,TRUE
3853,2586p4f,Minifig Shield - Ovoid with Batlord Print,27,TRUE
3854,2586p4g,Minifig Shield - Ovoid with Bull Head Print,27,TRUE
3855,2586p4h,Minifig Shield - Ovoid with Silver Skull on Dark Red Print,27,TRUE
3856,2586p4k,Minifig Shield - Ovoid with Dark Green Dragon on Light Yellow and Ochre Quarters Background Print,27,TRUE
3857,2586ph1,Minifig Shield - Ovoid with Golden Lion Print [4079],27,TRUE
3858,2586ph2,Minifig Shield - Ovoid with Silver Snake Print,27,TRUE
3869,2586ps1,"Minifig Accessory Shield Ovoid with SW Gungans Patrol Shield Print Bings, Episode, Forcefield, Gungans, I, Jar, Naboo, Star, Wars",27,TRUE
3870,2586pw1,Minifig Shield - Ovoid with American Indian Print,27,TRUE
3878,2587,Minifig Breastplate with Leg Protection,27,TRUE
3913,2588,Minifig Ghost Shroud,13,TRUE
3920,2593,Wheel Hard Plastic Medium (35mm D. x 31mm),29,TRUE
3922,2596,Door 1 x 9 x 11 with Clips,16,TRUE
3927,2598,Windscreen 10 x 10 x 4 Octagonal Canopy,47,TRUE
3930,2598ps1,Windscreen 10 x 10 x  4 Octagonal Canopy with TIE Print,47,TRUE
3944,2605c01,Brick Special 1 x 2 x 2 1/3 with Spring Unit,5,TRUE
3947,2607,Magnet Holder 2 x 3,39,TRUE
3951,2609,Magnet Holder Tile 2 x 2 (Undetermined Type),39,TRUE
3959,2609a,Magnet Holder Tile 2 x 2 - Short Arms,39,TRUE
3963,2610,Minifig Life Jacket [Old Style],27,TRUE
3970,2614,Minifig Fishing Rod 12L,27,TRUE
3973,2617,"Baseplate, Raised Platform 16 x 16 x 2 1/3",1,TRUE
3974,2618,Cockpit 10 x 10 x 4 Octagonal,35,TRUE
3976,2619,Monorail Motor Cover,45,TRUE
3977,2620,Windscreen 4 x 4 x 3 Canopy,47,TRUE
3979,2621,Boat Bow Plate 9 x 10,9,TRUE
3981,2622,Boat Bow Brick 8 x 10 x 1,6,TRUE
3983,2623,Boat Bow Top 8 x 10 x 1,35,TRUE
3987,2625,Boat Bow Plate 7 x 6 without Stud Notches,49,TRUE
3988,2626,Boat Bow Brick 6 x 6 x 1,6,TRUE
3990,2627,Boat Bow Top 6 x 6 x 1,35,TRUE
4000,263,"Plate Special 1 x 2 with Steam Engine Cylinder, Flat Surfaces",36,TRUE
4004,2634c01,Window 2 x 8 x 2 Boat with Trans-Light Blue Glass,47,TRUE
4005,2634c02,Window 2 x 8 x 2 Boat with Trans-Black Glass,47,TRUE
4008,2636,Crane Harbor Derrick 16,34,TRUE
4009,2637,Technic Link 1 x 16,26,TRUE
4019,2638,Crane Harbor Derrick 10 (Top Part),34,TRUE
4020,2639,Plate 4 x 4 Corner,14,TRUE
4027,264,Window 1 x 4 x 5 Curved Top,16,TRUE
4029,2641,Support Crane Stand Single,34,TRUE
4030,2642,"Baseplate, Raised Platform 16 x 16 x 2 1/3 Ramp",1,TRUE
4043,2650,Hook Slider - Arm Base with Three Finger Hinge,18,TRUE
4044,2651,Hook Slider - Arm/Hook,34,TRUE
4046,2653,Brick Special 1 x 4 with Groove,5,TRUE
4050,2654,Plate Round 2 x 2 with Rounded Bottom [Boat Stud],21,TRUE
4064,2655,"Plate, Round 2 x 2 Thin with Wheel Holder",21,TRUE
4074,265ac01,Electric Lightbrick 2 x 2 Type 1 - 4.5V [Complete],45,TRUE
4075,265bc01,Electric Lightbrick 2 x 2 Type 2 - 4.5V [Complete],45,TRUE
4082,2662,Door Frame 2 x 8 x 12 with Hinges,18,TRUE
4089,266ac01,Electric Lightbrick  2 x  2 Type 1 12V (Complete),45,TRUE
4090,266bc01,Electric Lightbrick  2 x  2 Type 2 12V with Clear Diffusor,45,TRUE
4091,266bc02,Electric Lightbrick  2 x  2 Type 2 12V with Red Diffusor,45,TRUE
4092,2670,Monorail Track Straight Short,36,TRUE
4094,2671,Monorail Track Straight Long,36,TRUE
4095,2672,Monorail Track Curve Long,36,TRUE
4099,2677,Monorail Track Ramp Lower Part,36,TRUE
4100,2678,Monorail Track Ramp Upper Part,36,TRUE
4103,2680,Support 4 x 4 x 5 Stanchion,34,TRUE
4106,2681,Support 6 x 6 x 10 Stanchion,34,TRUE
4111,2684c01,Monorail Motor 9V with Undetermined Couplings (Complete Assembly),24,TRUE
4114,2686c01,Monorail Bogey with Bogey Bracket/Pivot,36,TRUE
4115,2687,Monorail Base 4 x 20,36,TRUE
4126,2694,Windscreen 3 x 10 x 3,47,TRUE
4129,2695,Wheel 30 x 13 Model Team,29,TRUE
4130,2696,Tyre 13 x 24 Model Team,29,TRUE
4132,2698,~Technic Action Figure Body,24,TRUE
4133,2698c01,Technic Action Figure Complete Assembly,24,TRUE
4134,2698p03,Technic Action Figure Torso with Technic Logo and Gear Print,24,TRUE
4137,27,Window 1 x 2 x 1,16,TRUE
4144,2706,"Technic, Figure Foot",24,TRUE
4146,2707,Technic Action Figure Head,24,TRUE
4148,2707p05,Technic Action Figure Head with Beard Print,24,TRUE
4149,2707p06,Technic Action Figure Head with Standard Grin Print,24,TRUE
4152,270c02,Train Base  6 x 12 Type 1 with Wheels and Magnets (Complete),39,TRUE
4157,2711,"Technic Plate 1 x 5 with Toothed Ends, 2 Studs and Center Axle Hole",26,TRUE
4158,2712,Technic Plate Rotor 3 Blade with Toothed Ends and 3 Studs (Propeller),26,TRUE
4159,2713,Technic Figure Ski,27,TRUE
4161,2714,"Bar 8L - Two Stop Rings / One Pin, Technic Figure Ski Pole [Undetermined End]",24,TRUE
4176,2716,Technic Figure Helmet Visor,27,TRUE
4181,2717,Technic Seat [3 x 2 Base],26,TRUE
4187,2719,Technic Plate 1 x 10 with Toothed Ends,26,TRUE
4194,272,Cone 4 x 4 x 3 with Single Solid Stud,20,TRUE
4195,2723,Technic Disk 3 x 3,26,TRUE
4209,273,Technic Chain Link with Two Studs,26,TRUE
4210,2730,Technic Brick 1 x 10 [9 Holes],8,TRUE
4216,2736,Technic Axle Towball,53,TRUE
4217,2737,"Technic, Steering Arm Large",25,TRUE
4218,2738,"Technic Steering Arm 6.5 x 2 with Towball Socket Squared, Un-Chamfered",25,TRUE
4224,2741,Technic Steering Wheel Large,25,TRUE
4226,2743,Technic Slope Short (Wing Front),8,TRUE
4227,2744,Technic Slope Long,8,TRUE
4228,2745,Technic Cylinder 4 x 4 x 1 2/3 with Axle Holes,35,TRUE
4237,2757,"Electric, Plug Holder 4.5V/12V",45,TRUE
4238,276c01,Wheelbarrow with 2 Yellow Wheels and Red Axle (Complete),36,TRUE
4239,2774,Monorail Track Monoswitch,36,TRUE
4240,2775c01,"Electric, Connector, 2 Way Male Squared Wide Short - Complete Assembly",45,TRUE
4242,2780,Technic Pin with Friction Ridges Lengthwise and Center Slots,53,TRUE
4243,2790,"Technic, Steering Gear Holder",25,TRUE
4244,2791,"Technic, Steering Rack",25,TRUE
4245,2791a,Technic Steering Gear Holder,24,TRUE
4246,2792,Technic Steering Rack Top - Modified 1 x 8 Technic Plate with Toothed Ends,25,TRUE
4251,2793c01,Pneumatic Cylinder with 2 Inlets Medium (48mm) with Black Top,22,TRUE
4252,2793c02,Pneumatic Cylinder with 2 Inlets Medium (48mm) with Yellow Top,22,TRUE
4263,2797c01,Technic Pneumatic Pump New Complete Assembly,22,TRUE
4264,2797c02,Pneumatic Pump New Style with Black Top,22,TRUE
4274,27ac01,"Window 1 x 2 x 1 (old type) with Extended Lip and Solid Studs, with Fixed Glass",16,TRUE
4275,27b,Window 1 x 2 x 1 (old type) with Extended Lip,16,TRUE
4276,27bc01,"Window 1 x 2 x 1 (old type) with Extended Lip, with Glass",16,TRUE
4277,27c,Window 1 x 2 x 1 Classic with Short Sill,16,TRUE
4279,27cc01,Window 1 x 2 x 1 Classic with Short Sill (Complete),16,TRUE
4280,2807,Tyre for Bicycle Wheel,29,TRUE
4282,281,Window  1.25 x  4 x  3 with Rounded Top,16,TRUE
4283,2814,Technic Digger Bucket 8 x 14 with 7 teeth,26,TRUE
4285,2815,Technic Wedge Belt Wheel Tire,29,TRUE
4287,2817,Plate Special 2 x 2 with 2 Pin Holes,9,TRUE
4290,2819,Technic Steering Wheel Small (3 Studs Diameter),25,TRUE
4299,2823,Technic Forklift Fork,34,TRUE
4300,2825,Technic Beam 1 x 4 Thin with Stud Connector,51,TRUE
4301,2826,Windscreen 5 x 8 x 3,47,TRUE
4317,2838c01,Electric Motor 9V 5 x 4 x 2 1/3,45,TRUE
4324,2847c01,9V Battery Box 4 x 14 x 4 with Dark Gray Base Complete Assembly,45,TRUE
4329,2851,Technic Engine Piston Round,25,TRUE
4331,2852,Technic Engine Connecting Rod,25,TRUE
4333,2853,Technic Engine Crankshaft,25,TRUE
4334,2854,Technic Engine Crankshaft Center,25,TRUE
4335,2855,Technic Turntable Large Type 1 Top,26,TRUE
4338,2856,Technic Turntable Large Type 1 Base,26,TRUE
4359,2868,Train Speed Regulator  9V - Underside,24,TRUE
4363,2871,Train Motor Decorative Side [Undetermined Hub Points],24,TRUE
4364,2871a,Train Motor Decorative Side with Closed Hub Points (for 9V Train Motor),36,TRUE
4365,2871b,Train Motor Decorative Side with Open Hub Points (for RC Train Motor),36,TRUE
4366,2873,Hinge Train Gate 2 x 4,18,TRUE
4367,2874,Door Sliding - Type 2,16,TRUE
4368,2875,Slope 45Â° 2 x 6 x 2/3,3,TRUE
4369,2876,Slope 45Â° 6 x 6 Double / 33Â° [aka Train Roof End],6,TRUE
4372,2877,Brick Special 1 x 2 with Grill,5,TRUE
4376,2878,"Train Wheel RC Train, Holder",36,TRUE
4378,2878c01,"Train Wheel Pair, Complete Assembly",36,TRUE
4379,2879,Train Wheel,29,TRUE
4383,2880,Hinge Bar 2.5L with 2 and 3 Fingers on Ends (Pantograph Shoe Holder),18,TRUE
4386,2881,Hinge Train Pantograph Shoe,36,TRUE
4406,2890,Monorail Track Point Left,36,TRUE
4408,2891,Monorail Track Curve Short Right,36,TRUE
4413,2892,Monorail Track Curve Short Left,36,TRUE
4422,29,Window 1 x 1 x 2,16,TRUE
4423,2900,Technic Flex Cable End with Pin Connection [Old Style - No Clamp],26,TRUE
4426,2902,Tyre 81.6 x 15 Motorcycle,29,TRUE
4429,2903,Wheel 81.6 x 15 Motorcycle,29,TRUE
4431,2904,Technic Motorcycle Pivot,25,TRUE
4432,2905,Technic Beam Triangle Thin [Type I],51,TRUE
4437,2906,Technic Propeller 4 Blade 7 Stud Diameter with Square Ends,26,TRUE
4439,2907,Technic Ball with Grooves,52,TRUE
4440,2908,Technic Helicopter Rotor Holder,26,TRUE
4441,2909,"Technic Shock Absorber 9.5L, Cylinder",25,TRUE
4442,2909c01,Technic Shock Absorber 9.5L [Undetermined Spring Type],25,TRUE
4450,2913c01,"Electric, Train Track Contact Base with Wire (97 cm) and Connector, Complete Assembly",45,TRUE
4455,2916,Train Front Sloping Base,36,TRUE
4457,2917,Train Front Sloping Top,36,TRUE
4462,2918,Glass for Train Front Sloping Top,47,TRUE
4463,2919,"Electric, Train Light Prism 1 x 4",45,TRUE
4464,2920,Train Coupling New,39,TRUE
4466,2921,Brick Special 1 x 1 with Handle,5,TRUE
4473,2924a,Train Front with 1 x 4 x 3 Cutout,36,TRUE
4474,2924b,Train Front with 1 x 4 x 2 Cutout,36,TRUE
4476,2926,Plate Special 1 x 4 with Wheels Holder,9,TRUE
4479,2927,Train Wheel Small,29,TRUE
4481,2928,"Electric, Train Light Prism 1 x 4 Holder",45,TRUE
4505,2950,Technic Digger Bucket 4 x 4 x 9 with 3 teeth,26,TRUE
4506,2951,Technic Digger Bucket 8 x 10,26,TRUE
4507,2952,Propeller 2 Blade 9 Diameter,35,TRUE
4519,2959,Ferrite Core Cover,24,TRUE
4532,2972,Train Base 6 x 34 Split-Level with Bottom Tubes,36,TRUE
4543,2977c01,Electric Rotation Sensor,45,TRUE
4548,2980c01,Electric Temperature Sensor - Short Lead,45,TRUE
4550,2982c01,Electric Light Sensor with Non-Removable Lead,45,TRUE
4551,2983,Electric 9V Micromotor Pulley,45,TRUE
4552,2984,Electric Motor 9V Micromotor 2 x 2 Cover,45,TRUE
4553,2985,Electric Motor 9V Micromotor 2 x 2 Base,45,TRUE
4554,2986,Electric Motor 9V Micromotor 2 x 2,45,TRUE
4557,2989,Technic Brick 1 x 4 with Bumper Holder,26,TRUE
4558,298c01,Lever Small Base with Yellow Lever,32,TRUE
4563,299,Screwdriver with Old LEGO Logo [Metal],56,TRUE
4565,2991,Technic Brick 1 x 2 - 1 x 2 Angled with Bumper Holder [Closed Front],26,TRUE
4574,2994,Wheel 30.4 x 14 VR,29,TRUE
4577,2995,Tyre 68.8 x 40 Balloon Large,29,TRUE
4582,2996,Wheel 68.8 x 40 Balloon Large,29,TRUE
4583,2997,Tyre 81.6 x 34 ZR Technic Straight Tread,29,TRUE
4586,2998,Wheel 81.6 x 34 Six Spoke,29,TRUE
4588,2999,Technic Steering Wheel Hub Large,25,TRUE
4589,29a,"Window 1 x 1 x 2 (old type) with Extended Lip and Solid Stud, no Glass",16,TRUE
4590,29ac01,"Window 1 x 1 x 2 (old type) with Extended Lip and Solid Stud, with Fixed Glass",16,TRUE
4591,29b,"Window 1 x 1 x 2 (old type) with Extended Lip, no Glass",16,TRUE
4592,29bc01,"Window 1 x 1 x 2 (old type) with Extended Lip, with Glass",16,TRUE
4593,29c,Window 1 x 1 x 2 Classic with Short Sill,16,TRUE
4594,29c01,Window 1 x 1 x 2 with Glass,16,TRUE
4595,3,Homemaker Drawer 4 x 4 x 2,7,TRUE
4596,30000,Brick Special 2 x 2 with 2 Pins and Axle Hole,5,TRUE
4597,3001,Brick 2 x 4,11,TRUE
4599,30014,Arm Holder Brick 1 x 2 with 2 Horizontal Fingers,18,TRUE
4600,30016,"Belville Wall, Lattice 6 x 6 x 12 Corner",42,TRUE
4601,30018,Bathtub 6 x 12,7,TRUE
4612,3001p01,Brick 2 x 4 with Three Black Squares Print,2,TRUE
4613,3001p02,Brick 2 x 4 with Red Stripe and 4 Black Windows Print,2,TRUE
4614,3001p03,Brick 2 x 4 with Blue Stripe and 8 Black Windows Print,2,TRUE
4615,3001p04,Brick 2 x 4 with Red Stripe and 8 Black Windows Print,2,TRUE
4616,3001p05,Brick 2 x 4 with Black Random Spots Print,2,TRUE
4617,3001p06,Brick 2 x 4 with White Diagonal Stripes Print on Both Sides,2,TRUE
4618,3001p07,Brick 2 x 4 with Red Diagonal Stripes Print,2,TRUE
4619,3001p08,Brick 2 x 4 with Wavy Mouth and Eyes Print,2,TRUE
4620,3001p09,Brick 2 x 4 with Eyes and Bushy Eyebrows Print,2,TRUE
4621,3001p0a,"Brick 2 x 4 with Snout, Fangs, and Whiskers Print",2,TRUE
4622,3001p0b,Brick 2 x 4 with Wavy Mouth and Fangs Print,2,TRUE
4623,3001p0c,Brick 2 x 4 with Smiling Face with Fangs Print [2759],2,TRUE
4624,3001p0d,Brick 2 x 4 with Angled Red Stripes Between Two Horizontal Red Stripes Print,2,TRUE
4625,3001p10,"Brick 2 x 4 with Car Grille (2 Circles, 2 Lines) Black Print",2,TRUE
4626,3001p11,Brick 2 x 4 with Yellow Car Grille Print,2,TRUE
4627,3001p17,Brick  2 x  4 with White Cross Print,2,TRUE
4652,3001ph0,Brick 2 x 4 with 'KNIGHT BUS' Print,2,TRUE
4656,3001pt0,Brick 2 x 4 with Black '390' Print,2,TRUE
4657,3001pt1,Brick 2 x 4 with SHELL Print classic,11,TRUE
4658,3001pt2,Brick 2 x 4 with White 'POLICE' Thin Print,2,TRUE
4659,3002,Brick 2 x 3,11,TRUE
4660,30022,"Vehicle, Tipper End Flat without Pins",36,TRUE
4661,30027,Wheel 8 x 9 [Undetermined Hole Type],29,TRUE
4662,30027a,Wheel 8 x 9 with Round Hole for Wheel Holder Pin,29,TRUE
4663,30027b,Wheel 8 x 9 with Hole Notched for Wheels Holder Pin,29,TRUE
4664,30028,Tyre 14 x 9 Smooth Small Wide Slick,29,TRUE
4665,30029,Vehicle Base 4 x 10 x 2/3 with 4 x 2 Recessed Center with Smooth Underside,36,TRUE
4672,3003,Brick 2 x 2,11,TRUE
4673,30030,Baseplate 32 x 32 Racing,1,TRUE
4674,30030p01,Baseplate 32 x 32 with Racing Print,1,TRUE
4675,30031,Minifig Handlebars,36,TRUE
4677,30033,Plate Special 2 x 2 with Bar Frame Octagonal,9,TRUE
4678,30034,Panel 3 x 5 Solar/Clip-On/Deltoid,23,TRUE
4679,30035,Minifig Space Scanner,27,TRUE
4680,30036,Wedge Plate 8 x 6 x 2/3 with Grille,9,TRUE
4681,30037,Wing Plate Bi-level 12 x 9 (Exploriens),49,TRUE
4685,3003p01,"Brick  2 x  2 with Black ""1"" Print",2,TRUE
4686,3003p02,"Brick  2 x  2 with Black ""2"" Print",2,TRUE
4687,3003p03,Brick  2 x  2 with Black '3' Print,2,TRUE
4688,3003p04,"Brick  2 x  2 with Black ""4"" Print",2,TRUE
4689,3003p05,"Brick  2 x  2 with Black ""5"" Print",2,TRUE
4690,3003p06,"Brick  2 x  2 with Black ""6"" Print",2,TRUE
4691,3003p07,"Brick  2 x  2 with Black ""7"" Print",2,TRUE
4692,3003p08,"Brick  2 x  2 with Black ""8"" Print",2,TRUE
4693,3003p09,"Brick  2 x  2 with Black ""9"" Print",2,TRUE
4694,3003p10,"Brick  2 x  2 with Black ""10"" Print",2,TRUE
4695,3003p11,"Brick  2 x  2 with Black ""11"" Print",2,TRUE
4696,3003p12,"Brick  2 x  2 with Black ""12"" Print",2,TRUE
4697,3003p13,"Brick  2 x  2 with Black ""13"" Print",2,TRUE
4698,3003p14,"Brick  2 x  2 with Black ""14"" Print",2,TRUE
4699,3003p15,"Brick  2 x  2 with Black ""15"" Print",2,TRUE
4700,3003p16,"Brick  2 x  2 with Black ""16"" Print",2,TRUE
